Date,Screen Name,Full Name,Tweet Text,Tweet ID,Link(s),Media,Location,Retweets,Favorites,App,Followers,Follows,Listed,Verfied,User Since,Location,Bio,Website,Timezone,Profile Image
12/04/2020 09:16,@OrdIvel,AMLÓpez-Portillo.,"Fase 3 Quién gana con los errores del ANLO? Ganadores involuntarios internacionales, por ejemplo los aeropuertos de Houston y Panamá.",1249370826845179905,,,,0,0,Twitter for Android,20,393,0,,25/11/2018,"Naucalpan de Juárez, México",Biva ANLO!! si ANLO no es imbécil es un actor extraordinario. No veo más opciones.,,,View
12/04/2020 09:15,@CarloRivera10,⚓ Carlo Rivera ⚓,"Yo ya estoy en la fase 3, pero de depresión",1249370657860669440,,,,1,1,Twitter for iPhone,365,410,0,,16/05/2011,"Distrito Federal, México","Hay tantas cosas de las que me arrepiento, pero de nada sirve arrepentirse.",http://instagram.com/CarloRivera10,,View
12/04/2020 09:15,@Demisomne,Demisomne 🃏,"Un compa del fut acaba de organizar una peda con sus amigos. Una vieja de Monterrey cada 3 o 4 días sube historias con sus amigas en el desmadre. Unas ex compañeritas visitan o reciben a sus amigas en casa. De nada está sirviendo la cuarentena. A ver qué pasa en Fase 3. RT @renacova: Pregunta seria sin afán de joder, ¿hasta cuándo se declara la fase 3? Urge toque de queda, la mitad de la población piensa que real están de vacaciones.",1249370639594483712,https://twitter.com/renacova/status/1249129667359113216,,,0,0,Twitter for Android,294,138,48,,7/07/2013,,Tarotista. Escritor. La 'e' al final no se pronuncia. ♈ La magia sea siempre en ti y los que te rodean🃏✨🔮 27/07/17♥,,,View
12/04/2020 09:15,@vidgonzalez,David Gonzalez,"Para cuando la fase 3? Me urge que ya empiecen a multar gente que hace reuniones y fiestas y les vale verga las indicaciones, para eso si estan buenos para no hacer caso.",1249370638135033856,,,,1,6,Twitter Web App,391,317,1,,31/05/2011,Nuevo León.,"23 años. Medstudent UANL. If you can do good things for other people, you have a moral obligation to do so. It isn't a choice; it is a responsibility.",https://www.instagram.com/david.gzzl/,,View
12/04/2020 09:15,@FaniMeraz,Esthefania Meraz,"Así como voy, en 2 semanas entraré a fase 3 de obesidad.",1249370535710150656,,,,0,4,Twitter for Android,4005,2087,39,,17/04/2010,Puebla,"Politóloga comprometida con la sociedad, consultora política, rebelde, idealista, progresista, feminista 💜 #LobaDeCorazón 🐺❤⚽",,,View
12/04/2020 09:15,@linea_politica,Línea Política,"Reconversión hospitalaria, importante para Fase 3 López-Gatell -",1249370530051960832,https://lineapolitica.com/2020/04/12/reconversion-hospitalaria-importante-para-fase-3-lopez-gatell/,https://pbs.twimg.com/media/EVan4CLXkAEe2IC.jpg,,0,0,Linea Politica,150,395,3,,10/01/2015,México DF,El poder de trascender,http://www.lineapolitica.com,,View
12/04/2020 09:15,@Mayra1297,Alejandra🍀☾,Cuenca en la fase 3 del virus y la gente bien feliz y relajada en el parque,1249370456324530176,,,,0,0,Twitter Web App,940,789,2,,30/05/2011,Venezuela,"22. Una loca amante de la luna, Aurinegra todo una vida,Vinotinto..Sin felicidad no hay locura 06💕",,,View
12/04/2020 09:14,@galactica_09,I need you the most,Y que es lo que se está esperando que suceda para declarar la Fase 3???? #Coronavirusmexico #CoronavirusMx #covid_19mexico #COVIDー19mx,1249370333255290882,,,,0,0,Twitter for Android,3445,3296,16,,14/04/2010,🇲🇽,HALA MADRID Y NADA MÁS!!!,,,View
12/04/2020 09:13,@angie_1234,pollito kentoki,Ya viene la fase 3 y la gente sigue pensando que esto nomás es por joder YA QUÉDENSE EN SUS PUTAS CASAS SI NO TIENEN A QUE SALIR furioso,1249370158608650247,,,,0,5,Twitter for iPhone,187,356,0,,10/07/2017,Life in technicolor,me gustan los dinosaurios 🔪🦖🦕 respiro por puro compromiso,,,View
12/04/2020 09:13,@Anto_onn91,Antonio Cid,"Así el doctor H. Gatell anunciando la Fase 3 con el #COVID__19 pero como los que andan de arriba para abajo paseándose, no tienen Twitter no verán esto, son bien primitivos. Salvó excepciones; Los que sí tienen necesidad de salir.",1249370158168256512,,pic.twitter.com/WD7kYPHYFo,,1,5,Twitter for Android,1700,2613,1,,4/09/2014,,//¡Qué pasó pinche Regio!// 😎 Lucky man with fire in my hands 🔥🏁 #X 언제나... ✨,,,View
12/04/2020 09:12,@colette_fantin,Colette Fantin 🇲🇽,"La fase 3 es cuando las camas de hospital y ventiladores ya no son suficientes; desgraciadamente ya vamos a entrar a esta fase. ¡Quedémonos en casa! Y cómo diría un clásico: Si bien la salud no es todo, sin la salud no hay nada.",1249369910482010113,,pic.twitter.com/zaWb3BcdCa,,73,169,Twitter for iPhone,18858,19288,16,,19/05/2019,,"En la lucha para que México tenga una gran clase media y siga siendo un país democrático con instituciones. Bot de: de Mauleón, Hiriart, Macario y Krauze. 😉",,,View
12/04/2020 09:12,@alexelvera,ALEJANDRO,Estábamos en fase 3 desde que dijo que era la última oportunidad. RT @lopezdoriga: #QuedateEnCasa ¿Qué implica la fase 3 de contagios en México?,1249369889069862912,https://twitter.com/lopezdoriga/status/1249141516699873280,pic.twitter.com/6bSIdxPfDC,,0,1,Twitter for Android,512,793,12,,13/07/2010,worldwide ,living my dreams and no one else´s http://instagram.com/alexelvera_,,,View
12/04/2020 09:12,@todometortura,David Hernández,"Me da miedo la fase 3 en cdmx, porque el aislamiento en fase 2 no se hizo a cabalidad tristeza",1249369820715311104,,,,0,3,Twitter for iPhone,1191,2860,10,,18/05/2015,"Cuauhtémoc, Distrito Federal",Tengo el dinero en la ola,https://satelite70.wordpress.com/,,View
12/04/2020 09:10,@Reflexion24Info,Reflexión 24 Info,"Reconversión hospitalaria, importante para Fase 3 López-Gatell",1249369433052758022,https://reflexion24informativo.com.mx/p/91808,,,0,0,WordPress.com,465,488,24,,16/01/2010,DISTRITO FEDERAL,http://www.reflexion24informativo.com.mx,http://www.reflexion24informativo.com.mx,,View
12/04/2020 09:10,@Aristogeliano,Aristogeliano,"Los López. Gatell y Obrador juraban hace 3 meses que estábamos listos para la crisis sanitaria. Hasta hoy, se dan cuenta que los hospitales requieren una instalación eléctrica más amplia para la operación de los ventiladores. Desastre....",1249369423930175488,https://www.eluniversal.com.mx/nacion/reconversion-de-hospitales-accion-mas-importante-en-fase-3-por-covid-19-lopez-gatell,,,1,2,Twitter for Android,402,47,2,,4/06/2017,"Uruapan, Michoacán de Ocampo","Hombre universal, estúpido semiprofesional, dialéctico, genio embotellado, deporte maníaco, Padre de más de 20",,,View
12/04/2020 09:10,@LaChispaMX,LaChispaMx,"Reconversión hospitalaria, importante para Fase 3 López-Gatell",1249369418976673793,https://www.lachispa.mx/reconversion-hospitalaria-importante-para-fase-3-lopez-gatell/,https://pbs.twimg.com/media/EVam3ZVXkAEe6f7.jpg,,0,0,WordPress.com,1389,1256,6,,1/01/2013,Mexico,"Información con criterio y veracidad en #CDMX, #Tabasco, #Campeche, #Yucatán, #QuintanaRoo",https://www.lachispa.mx/,,View
12/04/2020 09:10,@Jmc137I,Narizón,"Yo estoy en la fase 3 , por está pinche depresión ;(....",1249369360306548737,,,,1,2,Twitter for Android,961,153,136,,17/01/2015,"Iguala de la Independencia, Gu","🌎🌳🦊❤️🙏🎶💵🎮 |Dame tiempo, no todos los días pierdes al amor de tu vida.| amo mi trabajo",,,View
12/04/2020 09:10,@movto2024,Movto2024,¿Que prisa tiene @HLGatell por llegar a la fase 3? por que al menos no me informas a mi? por favor.,1249369338999648256,,,,0,0,Twitter for iPhone,91,241,0,,13/01/2019,,,,,View
12/04/2020 09:10,@periodistafrg,FIDEL RAMÍREZ GUERRA,"Fase 3.- Es inevitable. El exhorto de los gobiernos es #QuedateEnCasa. Se trata de una mayor dispersión de contagios comunitarios y más casos de hospitalizad@s y muertes. ¡No te arriesgues y no arriesgues! Si tienes la necesidad de salir, con extrema precaución Fase 3:",1249369239430942725,,https://pbs.twimg.com/media/EValp6OUEAAqY--.jpg,,4,0,Twitter Web App,18775,7228,263,,29/03/2011,México,Guanajuatense. Director y fundador de Grupo Editorial Centenarios – Kiosco de la Historia.,https://www.kioscodelahistoria.com/,,View
12/04/2020 09:09,@Elijahector,HectorVargas,"Cuándo entremos a la fase 3 en México, por favor no insultemos a las personas que transitan en las calles.Puede ser un médico, una enfermera, un paciente, un trabajador de reparto, un policía, alguien que no tenga que comer, o personas con la necesidad de trabajar.",1249369109923495936,,,,0,1,Twitter for Android,2496,91,7,,31/07/2014,"Iztapalapa, Distrito Federal",UNAM Fes Aragón | Planificación Para El Desarrollo Agropecuario | Agenda2030 Cero Hambre | Tierra y Libertad | 🐷🐏🐴🐥🐰🌽🍌🍎🥝 | 🇨🇺🇵🇦🇲🇽| México,https://m.facebook.com/hectoor.moraditho?ref=bookmarks,,View
12/04/2020 09:09,@Formato7oficial,Formato Siete,"A días de la Fase 3 en México, VIDEOS muestran comedor lleno de empleados en Grupo Salinas",1249369072967585794,https://formato7.com/2020/04/12/a-dias-de-la-fase-3-en-mexico-videos-muestran-comedor-lleno-de-empleados-en-grupo-salinas/,https://pbs.twimg.com/media/EVamjROWoAEt8wW.png,,0,1,WordPress.com,7139,3438,91,,28/10/2013,"Xalapa, Ver.",Información y análisis de la realidad de Veracruz y de México,http://formato7.com,,View
12/04/2020 09:09,@dsGCloud,Daniel Sánchez Tello 🏳️‍🌈,"1200+ muertos en LatAm. Estamos a 4 días atrás de Ecuador. México, es momento de tomar medidas. No entiendo porque es el único país en el que la fase 3 se relaciona con violencia? Imponer un comparendo no es tan loco.",1249368953744490496,,,,0,1,Twitter Web App,385,477,5,,2/07/2011,Google Cloud,"Googler surfing the web 🏄🏾‍♂️ Passionate about empowering innovation through cloud technologies. Share love and knowledge. My opinions, not my employers.",http://devcast.live,,View
12/04/2020 09:08,@LaCuIera,Diva,Ya vamos a entrar a la Fase 3 de tus mentiras.,1249368927823712256,,,,1,15,Twitter for Android,7111,88,22,,7/04/2016,,,,,View
12/04/2020 09:08,@PeludasOpinione,El Peludo,Dando la noticia de la Fase 3 en México ...ALV ,1249368883020156928,,pic.twitter.com/Iu8c7HTCo2,,0,1,Twitter for Android,166,0,5,,4/06/2016,,"Comentaros sarcásticos y reflexivos si la vida es tan corta , para que hacer largo el sufrimiento ESTAMOS TODOS LOS QUE SOMOS Y SOMOS TODOS LOS QUE ESTAMOS",,,View
12/04/2020 09:08,@SandyyMh,Viridiana 🕵🏻,A punto de entrar a fase 3 y acá Ciudad del Sol parece mercado.,1249368877810630656,,,,0,0,Twitter for Android,313,531,1,,13/05/2010,,Tengo una visión muy cínica de la vida. Nada personal. 🤘🏻🕵️‍♀️✨🌻,,,View
12/04/2020 09:08,@korno,Korno Espinosa,Increíble que estemos a nada de entrar a la fase 3 y el parque por donde vivo siga lleno de gente jugando frontón. Qué nivel de valemadrismo.,1249368868348407808,,,,17,167,Twitter for iPhone,678203,1127,468,✅,28/10/2008,,#tristeturno L-V 7 a 9am por @convoynetwork http://youtube.com/tristeturno tristeturno@gmail.com /// Instagram: @korno,https://bit.ly/2WNdZMd,,View
12/04/2020 09:08,@Albert0_GarciaR,Alberto  García,Yo ya estoy en fase 3 de DEPRESIÓN.,1249368750438125569,,,,0,0,Twitter for iPhone,306,463,5,,5/12/2010,Querétaro,"Ingeniero en automatización y Mba en finanzas, pero yo quería ser científico de la palabra y estudiar filosofía o literatura. Soy zurdo y daltónico :(",,,View
12/04/2020 09:07,@Josh_Mont,Josue Montaño Salaza,¿Donde está la corrupción si dejan instalar el tianguis de los tuzos ? @omarfayad @CambiandoMR @SSalud_mx estamos en fase 3 y a estos inconscientes les vale madre.,1249368655038742530,,https://pbs.twimg.com/media/EVamJjuXYAMJ7tK.jpg,,0,0,Twitter for iPhone,54,193,1,,6/04/2010,,"Father, Student, Marathon runner, VMware",,,View
12/04/2020 09:07,@Efekto10,Efekto10,"#Portada Reconversión hospitalaria, importante para #Fase3: @HLGatell",1249368604090523650,http://efekto10.com/reconversion-hospitalaria-importante-para-fase-3-lopez-gatell/,https://pbs.twimg.com/media/EVamHv8WoAEmV99.jpg,,0,1,Twitter for Android,12074,1603,123,,23/07/2013,,1010 AM noticiero de Puebla. Estamos en todos lados.,http://efekto10.com/,,View
12/04/2020 09:07,@Amontli,Montserratzin.,"Yo ya estoy en fase 3 de depresión, ansiedad y angustia.",1249368436221894661,,,,0,0,Twitter for iPhone,12,162,0,,10/11/2014,,,,,View
12/04/2020 09:06,@MarcoMellado04,Elmamiquetuquiere,"Wey ya regresé a Twitter, descargue tiktok , pague el premium de spotify , descargue como 5 juegos y no aguanto , bro yo no estoy listo para la fase 3 triste",1249368367900831747,,,,0,1,Twitter for Android,71,377,0,,6/03/2016,Orizaba,Mánager / CEO Bulletproof/Delfín/ Azul 💙 / Symcker a.k.a A2ache/ M.A.M.A / 19 de noviembre ⏳💌🔑/ ¡ Oh yeah mamá foca ! / ING.Quimica /,,,View
12/04/2020 09:05,@EugenixCas,Eugenia Castro,#QuédateEnCasa Fase 3 Felipe Calderón. RT @Alex20_deTj: Por favor cuídense mucho! No podemos morir sin antes ver al genocida en la cárcel. ,1249368112409063426,https://twitter.com/Alex20_deTj/status/1248680834888015873?s=20,,,0,0,Twitter Web App,567,776,3,,28/10/2015,CDMX ,"#CatLover #QuédateEnCasaYa Tu vida es tu responsabilidad, de nadie más.",,,View
12/04/2020 09:04,@RaqueelMtz,Raquel Mtz,"Que linda te ves esperando a salir de tu cuarentena Esperancita, pero te faltaba la fase 3 maldita criada. ",1249367875602780162,,,,0,1,Twitter for iPhone,49,85,0,,18/10/2012,,Dios conmigo!! Tiempo & Fe,,,View
12/04/2020 09:04,@arenadeluna22,YoSoyArl3n3,Estamos próximos a entrar en #fase3 de #COVID__19 en México. Pero que significa?,1249367755578621956,https://www.eluniversal.com.mx/nacion/reconversion-de-hospitales-accion-mas-importante-en-fase-3-por-covid-19-lopez-gatell,,,12,33,Twitter for Android,30766,4162,46,,26/01/2018,🌵☀️,"Esta es una cuenta de difusión científica, no personal. Encontrará sarcasmo, analogías y humor negro. #RapidinDeLaSemana #ViernesDeSexo @CNexiones",http://www.conxiones.com,,View
12/04/2020 09:04,@Luisdavichote,Don David 👣,Yo ya estoy en la fase 3 pero de la depresión... ,1249367755087843334,,,,0,21,Twitter for iPhone,12092,1615,22,,9/08/2013,CDMX,No necesito sexo porque la vida me está cogiendo bien rico.,http://instagram.com/luis_davichote,,View
12/04/2020 09:03,@lauvelascoa,Laura Velasco,"A días de la Fase 3 en México, VIDEOS muestran comedor lleno de empleados en Grupo Salinas",1249367606789840907,https://www.sinembargo.mx/11-04-2020/3766001,,,0,0,Twitter for Android,575,676,9,,4/07/2011,"México, D.F.",Periodista y colaboradora en suplementos especiales de El Universal y Only Santa Fe. Directora General de Marketing Activo. Y voy por más!!,,,View
12/04/2020 09:02,@postamx,Posta,"#Nacional Reconversión hospitalaria, es importante para la Fase 3",1249367387918532618,http://ow.ly/Twds30qxfJh,https://pbs.twimg.com/media/EValBNHWkAEKOaR.jpg,,0,0,Hootsuite Inc.,4146,2551,108,,1/10/2014,www.facebook.com/postamx,La primera red social periodística en América Latina,http://www.posta.com.mx,,View
12/04/2020 09:02,@rizzojavier,j. f. rizzo,Preparado para la Fase 3 con mi spray antibacterial,1249367337335173121,,https://pbs.twimg.com/media/EVak9HeWkAAN46Q.jpg,,0,2,Twitter for iPhone,891,1478,27,,23/01/2013,,"•Aficionado a la Música, Fotografía, Cine, Poesía, Pintura. •Escribo como loco para reencontrarme con el pasado.",https://www.amazon.com.mx/dp/B07QJDFDL8/ref=cm_sw_r_cp_awdb_t1_aC42CbV2E6ZT3,,View
12/04/2020 09:02,@adherpip,Adrián Hernández,"Cuándo se decrete la fase 3 en México, por favor no insultemos a las personas que transitan en las calles. No sabemos ni tenemos derecho a hacerlo. Puede ser un médico, una enfermera, un paciente, un trabajador de reparto, un policía de civil, o un zombie.",1249367310558781441,,,,0,2,Twitter for Android,4,149,0,,1/03/2017,,,,,View
12/04/2020 09:02,@unicornioveve_,🦄,Se viene la Fase 3 ,1249367267873349633,,https://pbs.twimg.com/media/EVak5VvWAAEcMmZ.jpg,,1,9,Twitter for iPhone,5821,145,8,,28/01/2017,USA,,http://instagram.com/unicornioveve,,View
12/04/2020 09:01,@esommamona,Eso Mamona,"Buenos días mis cielas, ahora sí su cafecito y sigan ahorrando sus ganas para coshar porque muy fase 3 y todo pero no se compara con el encerrón que nos daremos con nuestras nalguitas cuando esto acabe",1249367076239806467,,https://pbs.twimg.com/media/EVaku3sWoAIW4fL.jpg,,0,1,Twitter for iPhone,10679,239,74,,8/03/2011,,"Mamona, empoderada, en potra, en perra, libre como las gallinas, perrísima, la caballa. Humor para mamonas",,,View
