Date,Screen Name,Full Name,Tweet Text,Tweet ID,Link(s),Media,Location,Retweets,Favorites,App,Followers,Follows,Listed,Verfied,User Since,Location,Bio,Website,Timezone,Profile Image
11/04/2020 20:31,@NutricionSan,SAN nutrición,"Que esta #cuarentena no genere una mayor prevalencia de #obesidad. Estamos frente a una epidemia infecciosa aguda pero detrás sigue estando la epidemia silenciosa, la de la muerte lenta que es la obesidad. #obesidadesenfermedad #COVID__19 #QuedateEnCasa",1249148004193484801,,https://pbs.twimg.com/media/EVXdfBOX0AIhpQK.jpg,,0,1,Twitter for Android,920,112,3,,6/03/2019,,La Sociedad Argentina de Nutrición (SAN) es una asociación civil que congrega a profesionales de la nutrición y promueve el conocimiento científico del área,,,View
11/04/2020 20:31,@ivanturmero,Iván Turmero,#Ecuador - #Víctimas de #violencia #intrafamiliar durante la #cuarentena  vía @YouTube ... #PrayForEcuador #EcuadorEnCrisis #EcuadorUnido #EcuadorSOS #EcuadorEnEmergencia,1249147985835016192,https://youtu.be/i6jXLcJYAvc,,,0,0,Twitter Web Client,2912,4225,58,,27/01/2010,"POZ, CCS-DF, VENEZUELA","58: ING. INDUSTRIAL MSc - ISAICC - CUBA, DOCENTE CON 31 AÑOS DE EXPERIENCIA, PRE Y POSTGRADO - UNEXPO-POZ VENEZUELA - (JUBILADO) - ES/US/FR/PT/IT",,,View
11/04/2020 20:30,@AntenaSanLuis,Antena San Luis,#VIDEOVIRAL: Hombre en #cuarentena halla #automóvil enterrado en su patio / La Verdad Noticias,1249147850245767168,http://bit.ly/2Vjum37,https://pbs.twimg.com/media/EVVcQqRXYAIyU7g.jpg,,0,0,TweetDeck,123093,4378,441,,30/08/2010,"San Luis Potosí, SLP.","La plataforma informativa digital más potente del centro de #México / Av. Real de Lomas # 1005 4to, Piso Torre 2, Lomas 4ta. Sección, 78216 San Luis, S.L.P.",https://www.antenasanluis.mx,,View
11/04/2020 20:30,@atusaludenlinea,A TU SALUD,¿Sabes diferenciar un fuerte dolor de cabeza a una crisis de migraña? Aquí te mencionamos cuáles son las características de este terrible dolor. →  #atusalud #atusaludenlinea #Venezuela #Cuarentena,1249147807430316033,https://bit.ly/3cakuzG,,,2,2,SocialGest,158221,44006,1168,,10/03/2010,Caracas Venezuela,"Plataforma multimedia de contenidos de salud avalados por los mejores médicos especialistas, a fin de ofrecer calidad de vida y bienestar.",http://www.atusaludenlinea.com/,,View
11/04/2020 20:30,@ChrisCaballeri,Coyote West,Sigo tipeando los trabajos prácticos de mi hijo. Creo que empecé el secundario otra vez!!!!... Pero esta vez de escuela técnica!!! #Cuarentena,1249147804917944322,,,,0,1,Twitter for Android,756,1071,1,,28/10/2013,"Morón, Argentinas",De Boca y del Gallo de Morón. #TeamInvierno. Con que no me rompan la paciencia me conformo.,,,View
11/04/2020 20:30,@MasQueUnaIdea_,Mas Que Una Idea,"El mensaje es claro... quedate en casa!! Con esa premisa, estaremos subiendo #decoideas para que Tu casa sea Tu lugar favorito en el mundo!. #decoideas #quedateencasa #cuarentena #deco #masqueunaidea #sanantoniochile",1249147801319211008,https://www.instagram.com/p/B-3Mg47JytB/?igshid=lj0uzeuuv3d8,,,0,0,Instagram,67,233,1,,9/06/2013,Chile,-Decoración / Remodelación / Eventos- TU PROYECTO + NUESTRAS IDEAS = LOS MEJORES RESULTADOS,http://www.masqueunaidea.cl,,View
11/04/2020 20:30,@UshuaiaVision,Ushuaia Vision,"¡Recomendado de #sabado Kingsman!😉 Gary ""Eggsy"" Unwin es reclutado por el elegante agente Harry Hart para ser un aprendiz en el servicio secreto. 👉Hoy 23:34 hs, por FOX #sabado #saturday #recomedado #fox #Kingsman #finde #cuarentena",1249147777067757568,,https://pbs.twimg.com/media/EVXdSHMXgAEhco9.jpg,,0,0,Hootsuite Inc.,196,120,0,,21/11/2017,"Ushuaia, Argentina","Somos una empresa de Ushuaia. Ofrecemos servicios de entretenimiento, televisión y conectividad. ☎ 0800 222 2884 - Disponible las 24 hs del día.",http://www.ushuaiavision.com.ar,,View
11/04/2020 20:30,@AlvaroCueva,Álvaro Cueva,"La Pasión de Cristo, en Iztapalapa!, en tiempos de COVID-19. No te puedes perder esto:  @N22Digital @Canal22 #Debate22 #LaPasionDeCristo #Iztapalapa #Cristo #SemanaSanta2020 #SemanaSanta #COVID__19 #coronavirus #QuedateEnCasa #cuarentena",1249147757270532097,https://www.youtube.com/watch?v=8Nnl-4q8rW8,https://pbs.twimg.com/media/EVXdQ8RXsAAMpJU.png,,1,2,Hootsuite Inc.,336975,2573,2139,✅,22/04/2009,"Distrito Federal, México","Columnista en Milenio Diario, conductor en ADN40, Milenio Televisión, Canal 22 y TLNovelas. Crítico, periodista, conferencista.",https://www.milenio.com/opinion/alvaro-cueva,,View
11/04/2020 20:30,@GonzaloSchmidt,Gonzalo Schmidt,En esta #Cuarentena me enamoré de los #Ducumentales ❤ #ViajesEnTren por diferentes países.,1249147752195534848,,https://pbs.twimg.com/media/EVXdQBCXYAErWpf.jpg,,0,0,Twitter for Android,37,34,0,,29/10/2010,,"Licenciado en Comunicación Social - Locutor en proceso - Director de @IsletasNoticias - Redactor, productor y conductor en Entre Medios S.A.",http://www.isletasnoticias.com.ar,,View
11/04/2020 20:30,@InfoMdpya,mdpya,Poderoso software detecta el coronavirus en cuestión de segundos y con una precisión del 98% #Testeos #Software #COVID__19 #coronavirus #cuarentena #CuarentenaAdministrada,1249147724433367042,https://www.mdpya.com.ar/poderoso-software-detecta-el-coronavirus-en-cuestion-de-segundos-y-con-una-precision-del-98/,https://pbs.twimg.com/media/EVVQ7NuX0AMdS6y.jpg,,0,1,Twitter for Advertisers,3203,3568,10,,29/09/2017,"Mar del Plata, Argentina",Noticias de Mar del Plata y la Región,http://www.mdpya.com.ar,,View
11/04/2020 20:29,@LiliFerrez,Liliana🦩,Nivel «colorear mandalas»: Desbloqueado✅🐰 #Cuarentena #Covid_19,1249147722696966144,,https://pbs.twimg.com/media/EVXdNZmXkAEL1MA.jpg,,0,0,Twitter for Android,504,552,3,,26/07/2011,"San Gil, Colombia","¡Quisieron enterrarnos, pero no sabían que éramos semilla!🌱",,,View
11/04/2020 20:29,@mnarbaiz,Miguel Narbaiz,#cuarentena no te tenemos miedo!,1249147717835796481,,https://pbs.twimg.com/media/EVXdLcYXkAIi1P8.jpg,,0,0,Twitter for Android,143,309,3,,10/06/2010,,,,,View
11/04/2020 20:29,@anitaherpz,Anita,"Este cumpleaños ha sido extraño es el año que menos abrazos reales recibí, el otro año me desquitare si Dios lo permite, abrazare, abrazare #cumpleaños #cuarentena #abril2020",1249147664232570881,,,,0,0,Twitter for Android,532,917,4,,6/05/2009,En este bello mundo .,"MD. Me interesa amistad, salud, lectura, cine, música, actualidad, viajes, Las cosas por algo pasan de eso no hay duda!!",,,View
